School Name,School Code,District Name,Number of test takers,Average Score Read,Average Score Math,Average Score Write,Number >= 1500,Percent >= 1500
Sir Francis Drake High,21654822131340,Tamalpais Union High,134,576.0,569.0,566.0,105.0,78.36%
Redwood High,21654822132587,Tamalpais Union High,241,583.0,593.0,579.0,206.0,85.48%
Tamalpais High,21654822133692,Tamalpais Union High,205,578.0,571.0,576.0,165.0,80.49%
San Andreas High (Continuation),21654822134419,Tamalpais Union High,2,,,,,null%
Tomales High,21733612134310,Shoreline Unified,23,471.0,491.0,468.0,9.0,39.13%
CORE Butte Charter,4100410114991,Butte County Office of Education,26,532.0,462.0,485.0,10.0,38.46%
Learning Community Charter,4100410430090,Butte County Office of Education,0,,,,,null%
Biggs High,4614080430827,Biggs Unified,11,433.0,429.0,406.0,2.0,18.18%
Inspire School of Arts and Sciences,4614240120394,Chico Unified,42,602.0,552.0,562.0,34.0,80.95%
Oakdale,4614240430199,Chico Unified,0,,,,,null%
Chico High,4614240431676,Chico Unified,164,543.0,549.0,521.0,112.0,68.29%
Pleasant Valley High,4614240437558,Chico Unified,159,526.0,555.0,508.0,100.0,62.89%
Durham High,4614320433201,Durham Unified,43,498.0,484.0,472.0,19.0,44.19%
Ipakanni Early College Charter,4614400121509,Feather Falls Union Elementary,0,,,,,null%
Pivot Charter School North Valley,4614570125252,Golden Feather Union Elementary,0,,,,,null%
Las Plumas High,4615150434803,Oroville Union High,53,511.0,522.0,489.0,32.0,60.38%
Oroville High,4615150435602,Oroville Union High,49,464.0,485.0,446.0,16.0,32.65%
Paradise eLearning Academy,4615310121715,Paradise Unified,0,,,,,null%
Paradise Senior High,4615310437350,Paradise Unified,52,526.0,545.0,504.0,32.0,61.54%
Hometech Charter,4615316112585,Paradise Unified,0,,,,,null%
Esperanza High (Continuation),4755070433946,Gridley Unified,1,,,,,null%
Gridley High,4755070433953,Gridley Unified,36,498.0,491.0,497.0,18.0,50%
Sierra Home,22655322230068,Mariposa County Unified,0,,,,,null%
Mariposa County High,22655322235356,Mariposa County Unified,39,534.0,550.0,513.0,28.0,71.79%
Anderson Valley Junior-Senior High,23655402330900,Anderson Valley Unified,18,463.0,526.0,484.0,7.0,38.89%
Fort Bragg High,23655652331361,Fort Bragg Unified,51,510.0,485.0,495.0,24.0,47.06%
Mendocino High,23655812333185,Mendocino Unified,18,582.0,522.0,527.0,15.0,83.33%
Point Arena High,23655992333649,Point Arena Joint Union High,12,472.0,448.0,440.0,3.0,25%
Round Valley High,23656072334563,Round Valley Unified,3,,,,,null%
Ukiah Independent Study Academy,23656150128280,Ukiah Unified,0,,,,,null%
Redwood Academy of Ukiah,23656152330413,Ukiah Unified,13,566.0,552.0,540.0,11.0,84.62%
Accelerated Achievement Academy,23656152330454,Ukiah Unified,0,,,,,null%
Ukiah High,23656152335024,Ukiah Unified,106,519.0,533.0,515.0,60.0,56.6%
New Horizons,23656232330314,Willits Unified,2,,,,,null%
Willits Charter,23656232330363,Willits Unified,3,,,,,null%
Willits High,23656232335487,Willits Unified,31,503.0,475.0,473.0,12.0,38.71%
Potter Valley High,23738662330041,Potter Valley Community Unified,11,491.0,439.0,456.0,3.0,27.27%
Laytonville High,23739162332260,Laytonville Unified,10,,,,,null%
Leggett Valley High,23752182332724,Leggett Valley Unified,1,,,,,null%
Merced Scholars Charter,24102490106518,Merced County Office of Education,3,,,,,null%
Hilmar High,24656982432409,Hilmar Unified,57,462.0,453.0,447.0,17.0,29.82%
Le Grand High,24657302433001,Le Grand Union High,59,415.0,413.0,425.0,5.0,8.47%
Crossroads Alternative Education Center,24657550119073,Los Banos Unified,0,,,,,null%
Pacheco High,24657550120923,Los Banos Unified,157,445.0,451.0,441.0,39.0,24.84%
Los Banos High,24657552434207,Los Banos Unified,103,457.0,465.0,458.0,29.0,28.16%
Independence High (Alternative),24657892430049,Merced Union High,0,,,,,null%
Golden Valley High,24657892430098,Merced Union High,179,434.0,446.0,436.0,51.0,28.49%
Buhach Colony High,24657892430205,Merced Union High,197,443.0,447.0,438.0,44.0,22.34%
Atwater High,24657892430601,Merced Union High,187,451.0,446.0,433.0,40.0,21.39%
Livingston High,24657892433605,Merced Union High,108,448.0,442.0,442.0,18.0,16.67%
Merced High,24657892435204,Merced Union High,241,482.0,491.0,465.0,90.0,37.34%
Gustine High,24736192431807,Gustine Unified,52,443.0,444.0,452.0,15.0,28.85%
Dos Palos High,24753172431203,Dos Palos Oro Loma Joint Unified,63,431.0,429.0,422.0,9.0,14.29%
Shattuck Independent Study,24753660114538,Delhi Unified,0,,,,,null%
Delhi High,24753662430114,Delhi Unified,88,399.0,403.0,419.0,8.0,9.09%
Surprise Valley High,25658962537702,Surprise Valley Joint Unified,3,,,,,null%
Modoc High,25735852535409,Modoc Joint Unified,13,515.0,518.0,500.0,8.0,61.54%
Tulelake High,25735934737250,Tulelake Basin Joint Unified,8,,,,,null%
Urban Corps of San Diego County Charter,26102640124990,Mono County Office of Education,0,,,,,null%
California Heritage Youthbuild Academy,26102640125633,Mono County Office of Education,0,,,,,null%
Orange County Conservation Corps Charter,26102640126698,Mono County Office of Education,0,,,,,null%
Coleville High,26736682633006,Eastern Sierra Unified,10,,,,,null%
Lee Vining High,26736682635001,Eastern Sierra Unified,17,481.0,452.0,489.0,6.0,35.29%
Mammoth High,26736922630010,Mammoth Unified,39,500.0,505.0,492.0,20.0,51.28%
Monterey County Home Charter,27102722730232,Monterey County Office of Education,3,,,,,null%
Carmel High,27659872730414,Carmel Unified,40,601.0,584.0,575.0,32.0,80%
Greenfield High,27660682730174,South Monterey County Joint Union High,49,429.0,389.0,427.0,5.0,10.2%
King City High,27660682732170,South Monterey County Joint Union High,46,470.0,463.0,457.0,15.0,32.61%
Marina High,27660920111435,Monterey Peninsula Unified,59,479.0,478.0,454.0,20.0,33.9%
Learning for Life Charter,27660922730240,Monterey Peninsula Unified,1,,,,,null%
Monterey High,27660922732808,Monterey Peninsula Unified,172,493.0,492.0,491.0,81.0,47.09%
Seaside High,27660922735348,Monterey Peninsula Unified,114,433.0,452.0,423.0,23.0,20.18%
Pacific Grove High,27661342733657,Pacific Grove Unified,88,561.0,547.0,542.0,61.0,69.32%
El Puente,27661590124610,Salinas Union High,3,,,,,null%
Alisal High,27661592730109,Salinas Union High,224,437.0,449.0,431.0,51.0,22.77%
Everett Alvarez High,27661592730166,Salinas Union High,215,450.0,438.0,446.0,44.0,20.47%
North Salinas High,27661592733178,Salinas Union High,129,453.0,445.0,448.0,32.0,24.81%
Salinas High,27661592734556,Salinas Union High,244,499.0,504.0,487.0,121.0,49.59%
North Monterey County High,27738252730034,North Monterey County Unified,94,449.0,424.0,437.0,24.0,25.53%
North Monterey County Center for Independent Study,27738252730125,North Monterey County Unified,2,,,,,null%
Soledad High,27754402730190,Soledad Unified,117,447.0,449.0,428.0,25.0,21.37%
Gonzales High,27754732730885,Gonzales Unified,79,428.0,397.0,425.0,11.0,13.92%
Calistoga Junior-Senior High,28662412831758,Calistoga Joint Unified,26,428.0,430.0,432.0,2.0,7.69%
Napa Valley Independent Studies,28662660101964,Napa Valley Unified,3,,,,,null%
American Canyon High,28662660121087,Napa Valley Unified,160,469.0,463.0,470.0,57.0,35.63%
Vintage High,28662662830016,Napa Valley Unified,201,491.0,494.0,489.0,92.0,45.77%
New Technology High,28662662830115,Napa Valley Unified,43,522.0,469.0,500.0,22.0,51.16%
Napa High,28662662835601,Napa Valley Unified,168,513.0,521.0,500.0,83.0,49.4%
Saint Helena High,28662902837102,Saint Helena Unified,51,523.0,471.0,513.0,24.0,47.06%
Bitney College Preparatory High,29102980114314,Nevada County Office of Education,24,506.0,473.0,482.0,11.0,45.83%
Forest Charter,29102980126219,Nevada County Office of Education,30,522.0,500.0,508.0,18.0,60%
EPIC de Cesar Chavez,29102980130823,Nevada County Office of Education,0,,,,,null%
Muir Charter,29102982930147,Nevada County Office of Education,1,,,,,null%
William & Marian Ghidotti High,29663570112367,Nevada Joint Union High,32,622.0,608.0,576.0,29.0,90.63%
North Point Academy,29663572930030,Nevada Joint Union High,0,,,,,null%
Bear River High,29663572930048,Nevada Joint Union High,70,555.0,555.0,540.0,57.0,81.43%
Nevada Union High,29663572935500,Nevada Joint Union High,122,550.0,552.0,534.0,83.0,68.03%
Vantage Point Charter,29768776111371,Penn Valley Union Elementary,0,,,,,null%
OCCS:CHEP/PCHS,30103063030632,Orange County Department of Education,39,531.0,527.0,528.0,26.0,66.67%
Cypress High,30664313030038,Anaheim Union High,369,521.0,551.0,513.0,211.0,57.18%
Anaheim High,30664313030228,Anaheim Union High,255,436.0,448.0,432.0,56.0,21.96%
Polaris High (Alternative),30664313030384,Anaheim Union High,0,,,,,null%
Oxford Academy,30664313030616,Anaheim Union High,167,627.0,669.0,634.0,164.0,98.2%
Gilbert High (Continuation),30664313032786,Anaheim Union High,1,,,,,null%
Katella High,30664313033057,Anaheim Union High,268,444.0,451.0,428.0,59.0,22.01%
John F. Kennedy High,30664313033115,Anaheim Union High,309,524.0,551.0,529.0,196.0,63.43%
Loara High,30664313033784,Anaheim Union High,215,441.0,455.0,445.0,54.0,25.12%
Magnolia High,30664313034204,Anaheim Union High,159,442.0,447.0,443.0,38.0,23.9%
Savanna High,30664313036712,Anaheim Union High,192,437.0,455.0,444.0,46.0,23.96%
Western High,30664313038239,Anaheim Union High,138,462.0,483.0,444.0,44.0,31.88%
Brea Canyon High (Continuation),30664493030624,Brea-Olinda Unified,1,,,,,null%
Brea-Olinda High,30664493030640,Brea-Olinda Unified,251,520.0,545.0,521.0,155.0,61.75%
Capistrano Connections Academy,30664640106765,Capistrano Unified,53,537.0,513.0,512.0,34.0,64.15%
San Juan Hills High,30664640113381,Capistrano Unified,262,545.0,533.0,534.0,167.0,63.74%
California Preparatory Academy,30664640124131,Capistrano Unified,6,,,,,null%
Capistrano Valley High,30664643030210,Capistrano Unified,331,542.0,558.0,537.0,227.0,68.58%
Aliso Niguel High,30664643030574,Capistrano Unified,417,563.0,574.0,548.0,312.0,74.82%
Tesoro High,30664643030756,Capistrano Unified,339,549.0,569.0,545.0,247.0,72.86%
Junipero Serra High,30664643035987,Capistrano Unified,4,,,,,null%
San Clemente High,30664643036001,Capistrano Unified,406,537.0,530.0,522.0,266.0,65.52%
Dana Hills High,30664643038569,Capistrano Unified,362,540.0,541.0,527.0,243.0,67.13%
Opportunities for Learning - Capistrano,30664646120356,Capistrano Unified,3,,,,,null%
La Sierra High (Alternative),30665143030335,Fullerton Joint Union High,1,,,,,null%
Buena Park High,30665143030855,Fullerton Joint Union High,241,456.0,456.0,449.0,68.0,28.22%
Fullerton Union High,30665143032505,Fullerton Joint Union High,205,494.0,518.0,499.0,103.0,50.24%
La Habra High,30665143033362,Fullerton Joint Union High,235,491.0,501.0,474.0,103.0,43.83%
La Vista High (Continuation),30665143033610,Fullerton Joint Union High,2,,,,,null%
Sonora High,30665143037090,Fullerton Joint Union High,219,511.0,530.0,517.0,131.0,59.82%
Sunny Hills High,30665143037348,Fullerton Joint Union High,387,538.0,586.0,551.0,281.0,72.61%
Troy High,30665143037496,Fullerton Joint Union High,541,611.0,653.0,617.0,470.0,86.88%
Bolsa Grande High,30665223030434,Garden Grove Unified,359,490.0,521.0,491.0,174.0,48.47%
Garden Grove High,30665223032752,Garden Grove Unified,354,475.0,499.0,476.0,140.0,39.55%
La Quinta High,30665223033578,Garden Grove Unified,411,495.0,552.0,497.0,236.0,57.42%
Los Amigos High,30665223033933,Garden Grove Unified,210,436.0,455.0,441.0,52.0,24.76%
Pacifica High,30665223035581,Garden Grove Unified,268,501.0,522.0,498.0,135.0,50.37%
Rancho Alamitos High,30665223035706,Garden Grove Unified,213,476.0,503.0,478.0,84.0,39.44%
Santiago High,30665223036555,Garden Grove Unified,279,451.0,455.0,443.0,64.0,22.94%
Ocean View High,30665483030145,Huntington Beach Union High,170,481.0,486.0,472.0,64.0,37.65%
Coast High,30665483030368,Huntington Beach Union High,4,,,,,null%
Edison High,30665483031895,Huntington Beach Union High,302,541.0,554.0,534.0,208.0,68.87%
Fountain Valley High,30665483032158,Huntington Beach Union High,515,542.0,578.0,543.0,362.0,70.29%
Huntington Beach High,30665483032943,Huntington Beach Union High,384,542.0,558.0,534.0,266.0,69.27%
Marina High,30665483034410,Huntington Beach Union High,272,527.0,553.0,520.0,164.0,60.29%
Westminster High,30665483038445,Huntington Beach Union High,274,479.0,521.0,472.0,117.0,42.7%
Laguna Beach High,30665553033206,Laguna Beach Unified,74,572.0,585.0,577.0,62.0,83.78%
Early College High,30665970111666,Newport-Mesa Unified,35,463.0,492.0,478.0,11.0,31.43%
Monte Vista High,30665973030186,Newport-Mesa Unified,1,,,,,null%
Corona del Mar High,30665973031697,Newport-Mesa Unified,152,570.0,588.0,566.0,115.0,75.66%
Costa Mesa High,30665973031853,Newport-Mesa Unified,90,480.0,492.0,478.0,37.0,41.11%
Estancia High,30665973032000,Newport-Mesa Unified,154,455.0,457.0,431.0,41.0,26.62%
Back Bay High,30665973034907,Newport-Mesa Unified,1,,,,,null%
Newport Harbor High,30665973035045,Newport-Mesa Unified,249,519.0,529.0,514.0,150.0,60.24%
OUSD Home Sch,30666210118174,Orange Unified,2,,,,,null%
Canyon High,30666213030046,Orange Unified,315,533.0,549.0,539.0,204.0,64.76%
El Modena High,30666213031952,Orange Unified,201,519.0,533.0,513.0,108.0,53.73%
Orange High,30666213035409,Orange Unified,112,459.0,478.0,448.0,31.0,27.68%
Villa Park High,30666213038098,Orange Unified,279,515.0,525.0,509.0,158.0,56.63%
Yorba Linda High,30666470119404,Placentia-Yorba Linda Unified,286,540.0,571.0,543.0,201.0,70.28%
Esperanza High,30666473030053,Placentia-Yorba Linda Unified,202,533.0,556.0,527.0,129.0,63.86%
La Entrada High,30666473030483,Placentia-Yorba Linda Unified,2,,,,,null%
El Dorado High,30666473031929,Placentia-Yorba Linda Unified,224,523.0,533.0,504.0,134.0,59.82%
El Camino Real Continuation High,30666473031945,Placentia-Yorba Linda Unified,1,,,,,null%
Valencia High,30666473038023,Placentia-Yorba Linda Unified,307,533.0,571.0,532.0,194.0,63.19%
Parkview,30666476119556,Placentia-Yorba Linda Unified,6,,,,,null%
Nova Academy,30666700106567,Santa Ana Unified,66,448.0,443.0,448.0,16.0,24.24%
Segerstrom High,30666700108365,Santa Ana Unified,302,471.0,471.0,463.0,99.0,32.78%
Hector G. Godinez,30666700114736,Santa Ana Unified,388,440.0,457.0,433.0,98.0,25.26%
Cesar E. Chavez High,30666703030475,Santa Ana Unified,1,,,,,null%
Century High,30666703030491,Santa Ana Unified,183,395.0,404.0,395.0,18.0,9.84%
Middle College High,30666703030608,Santa Ana Unified,81,497.0,504.0,483.0,34.0,41.98%
OCSA,30666703030723,Santa Ana Unified,243,590.0,565.0,582.0,198.0,81.48%
Saddleback High,30666703035821,Santa Ana Unified,182,394.0,422.0,397.0,24.0,13.19%
Santa Ana High,30666703036357,Santa Ana Unified,239,403.0,420.0,401.0,29.0,12.13%
Valley High,30666703036456,Santa Ana Unified,226,403.0,432.0,415.0,36.0,15.93%
El Toro High,30736353030061,Saddleback Valley Unified,298,530.0,557.0,521.0,193.0,64.77%
Laguna Hills High,30736353030244,Saddleback Valley Unified,188,543.0,550.0,527.0,125.0,66.49%
Trabuco Hills High,30736353030392,Saddleback Valley Unified,337,535.0,554.0,517.0,216.0,64.09%
Mira Monte High (Alternative),30736353030509,Saddleback Valley Unified,1,,,,,null%
Mission Viejo High,30736353034956,Saddleback Valley Unified,338,541.0,553.0,528.0,227.0,67.16%
Arnold O. Beckman High,30736430102871,Tustin Unified,384,565.0,595.0,572.0,284.0,73.96%
Foothill High,30736433032109,Tustin Unified,337,532.0,542.0,532.0,218.0,64.69%
Tustin High,30736433037553,Tustin Unified,305,458.0,457.0,453.0,94.0,30.82%
Irvine High,30736503030152,Irvine Unified,249,568.0,609.0,583.0,192.0,77.11%
Woodbridge High,30736503030285,Irvine Unified,373,571.0,614.0,577.0,298.0,79.89%
Alternative Education-San Joaquin High,30736503030467,Irvine Unified,2,,,,,null%
Northwood High,30736503030657,Irvine Unified,358,604.0,656.0,621.0,329.0,91.9%
University High,30736503035102,Irvine Unified,392,617.0,666.0,624.0,355.0,90.56%
Los Alamitos High,30739243033917,Los Alamitos Unified,517,528.0,541.0,517.0,308.0,59.57%
CORE Placer Charter,31103140119214,Placer County Office of Education,2,,,,,null%
John Adams Academy,31668450121418,Loomis Union Elementary,11,594.0,550.0,576.0,8.0,72.73%
Foresthill High,31668940102293,Placer Union High,17,505.0,535.0,490.0,9.0,52.94%
Maidu High Independent Study,31668943130135,Placer Union High,3,,,,,null%
Colfax High,31668943131851,Placer Union High,75,536.0,527.0,531.0,48.0,64%
Del Oro High,31668943132453,Placer Union High,225,534.0,545.0,519.0,146.0,64.89%
Placer High,31668943135704,Placer Union High,117,539.0,542.0,530.0,73.0,62.39%
Antelope High,31669280116459,Roseville Joint Union High,275,485.0,483.0,469.0,107.0,38.91%
Independence High (Alternative),31669283130119,Roseville Joint Union High,3,,,,,null%
Woodcreek High,31669283130176,Roseville Joint Union High,313,519.0,529.0,501.0,183.0,58.47%
Granite Bay High,31669283130184,Roseville Joint Union High,418,555.0,575.0,551.0,314.0,75.12%
Oakmont High,31669283135308,Roseville Joint Union High,230,527.0,532.0,510.0,136.0,59.13%
Roseville High,31669283136504,Roseville Joint Union High,264,502.0,517.0,493.0,135.0,51.14%
North Tahoe High,31669443130010,Tahoe-Truckee Unified,55,518.0,512.0,508.0,34.0,61.82%
Cold Stream Alternative,31669443130192,Tahoe-Truckee Unified,1,,,,,null%
Tahoe Truckee High,31669443138500,Tahoe-Truckee Unified,80,533.0,540.0,511.0,46.0,57.5%
Partnerships for Student-Centered Learning,31669510122507,Western Placer Unified,8,,,,,null%
Phoenix High (Continuation),31669513130036,Western Placer Unified,1,,,,,null%
Horizon Charter,31669513130168,Western Placer Unified,16,484.0,452.0,456.0,5.0,31.25%
Lincoln High,31669513134657,Western Placer Unified,133,492.0,497.0,476.0,52.0,39.1%
Whitney High,31750850108084,Rocklin Unified,279,523.0,530.0,502.0,168.0,60.22%
Western Sierra Collegiate Academy,31750850119487,Rocklin Unified,41,571.0,536.0,547.0,31.0,75.61%
Rocklin Independent Charter Academy,31750850128561,Rocklin Unified,0,,,,,null%
Rocklin High,31750853130150,Rocklin Unified,283,537.0,560.0,527.0,190.0,67.14%
Victory High,31750853130200,Rocklin Unified,1,,,,,null%
Mountain Oaks,5100580530154,Calaveras County Office of Education,4,,,,,null%
Bret Harte Union High,5615560532507,Bret Harte Union High,60,547.0,550.0,541.0,43.0,71.67%
Calaveras Unified Alternative-Sierra Hills Educati,5615640530055,Calaveras Unified,0,,,,,null%
Calaveras High,5615640531509,Calaveras Unified,61,513.0,503.0,485.0,33.0,54.1%
Plumas Charter,32669693230083,Plumas Unified,6,,,,,null%
Chester Junior/Senior High,32669693232006,Plumas Unified,16,481.0,528.0,471.0,7.0,43.75%
Greenville Junior/Senior High,32669693233509,Plumas Unified,4,,,,,null%
Portola Junior/Senior High,32669693235603,Plumas Unified,13,516.0,529.0,498.0,8.0,61.54%
Quincy Junior/Senior High,32669693236007,Plumas Unified,24,550.0,540.0,523.0,20.0,83.33%
River Springs Charter,33103300110833,Riverside County Office of Education,53,489.0,458.0,478.0,20.0,37.74%
Riverside County Education Academy,33103300125237,Riverside County Office of Education,1,,,,,null%
Come Back Kids,33103300128397,Riverside County Office of Education,0,,,,,null%
Gateway College and Career Academy,33103300128777,Riverside County Office of Education,0,,,,,null%
California School for the Deaf-Riverside,33316253330834,California School for the Deaf-Riverside (State Sp,1,,,,,null%
Alvord Alternative Continuation High,33669770126896,Alvord Unified,0,,,,,null%
La Sierra High,33669773330008,Alvord Unified,298,473.0,478.0,458.0,103.0,34.56%
Norte Vista High,33669773334299,Alvord Unified,210,439.0,450.0,432.0,47.0,22.38%
Banning High,33669853330214,Banning Unified,97,419.0,407.0,414.0,14.0,14.43%
Banning Independent Study,33669853330974,Banning Unified,0,,,,,null%
21st Century Learning Institute,33669930129882,Beaumont Unified,0,,,,,null%
Beaumont Senior High,33669933330479,Beaumont Unified,242,474.0,465.0,474.0,90.0,37.19%
Eleanor Roosevelt High,33670330110627,Corona-Norco Unified,486,486.0,490.0,486.0,218.0,44.86%
John F. Kennedy High,33670330110759,Corona-Norco Unified,134,509.0,499.0,497.0,70.0,52.24%
Corona-Norco Alternative,33670333330131,Corona-Norco Unified,0,,,,,null%
Centennial High,33670333330446,Corona-Norco Unified,418,494.0,514.0,482.0,203.0,48.56%
Lee V. Pollard High,33670333330586,Corona-Norco Unified,2,,,,,null%
Santiago High,33670333330701,Corona-Norco Unified,523,498.0,512.0,499.0,259.0,49.52%
Corona High,33670333331600,Corona-Norco Unified,288,470.0,480.0,468.0,109.0,37.85%
Norco High,33670333334232,Corona-Norco Unified,258,482.0,496.0,476.0,111.0,43.02%
Shadow Hills High,33670580118885,Desert Sands Unified,179,436.0,428.0,434.0,36.0,20.11%
Palm Desert High,33670583330388,Desert Sands Unified,259,516.0,510.0,508.0,137.0,52.9%
La Quinta High,33670583330669,Desert Sands Unified,397,474.0,477.0,462.0,140.0,35.26%
Horizon,33670583330909,Desert Sands Unified,2,,,,,null%
Amistad High (Continuation),33670583331113,Desert Sands Unified,1,,,,,null%
Indio High,33670583333192,Desert Sands Unified,199,424.0,403.0,430.0,30.0,15.08%
Hamilton High,33670820106716,Hemet Unified,15,506.0,506.0,481.0,6.0,40%
Tahquitz High,33670820113159,Hemet Unified,125,443.0,443.0,445.0,34.0,27.2%
College Prep High,33670820128363,Hemet Unified,13,495.0,484.0,463.0,5.0,38.46%
Helen Hunt Jackson Alternative High,33670823330503,Hemet Unified,3,,,,,null%
West Valley High,33670823330537,Hemet Unified,122,460.0,461.0,462.0,39.0,31.97%
Hemet High,33670823332673,Hemet Unified,199,483.0,488.0,470.0,74.0,37.19%
Patriot High,33670900114157,Jurupa Unified,173,467.0,481.0,463.0,60.0,34.68%
Rivercrest Preparatory,33670900127720,Jurupa Unified,2,,,,,null%
Jurupa Valley High,33670903330412,Jurupa Unified,159,438.0,447.0,439.0,37.0,23.27%
Rubidoux High,33670903337136,Jurupa Unified,128,434.0,445.0,433.0,28.0,21.88%
Santa Rosa Academy,33671160109843,Menifee Union Elementary,34,531.0,506.0,503.0,21.0,61.76%
Moreno Valley Online Academy,33671240128868,Moreno Valley Unified,0,,,,,null%
Canyon Springs High,33671243330396,Moreno Valley Unified,272,444.0,443.0,440.0,71.0,26.1%
Valley View High,33671243330438,Moreno Valley Unified,259,440.0,464.0,445.0,65.0,25.1%
Vista del Lago High,33671243331071,Moreno Valley Unified,199,436.0,434.0,424.0,35.0,17.59%
Moreno Valley High,33671243333770,Moreno Valley Unified,212,417.0,421.0,419.0,29.0,13.68%
Nuview Bridge Early College High,33671573331014,Nuview Union,110,473.0,488.0,471.0,41.0,37.27%
Cathedral City High,33671733330578,Palm Springs Unified,236,443.0,440.0,432.0,56.0,23.73%
Desert Hot Springs High,33671733330818,Palm Springs Unified,124,432.0,427.0,429.0,25.0,20.16%
Palm Springs High,33671733335130,Palm Springs Unified,276,458.0,457.0,447.0,89.0,32.25%
Twin Palms Continuation,33671813331139,Palo Verde Unified,1,,,,,null%
Palo Verde High,33671813335759,Palo Verde Unified,59,451.0,462.0,437.0,16.0,27.12%
California Military Institute,33672070101170,Perris Union High,70,437.0,441.0,423.0,13.0,18.57%
Heritage High,33672070113191,Perris Union High,283,452.0,448.0,444.0,78.0,27.56%
Perris Lake High (Continuation),33672073330172,Perris Union High,1,,,,,null%
Paloma Valley High,33672073330727,Perris Union High,213,468.0,474.0,450.0,68.0,31.92%
Perris High,33672073335973,Perris Union High,199,410.0,420.0,410.0,21.0,10.55%
Riverside Virtual,33672150115709,Riverside Unified,6,,,,,null%
Arlington High,33672153330024,Riverside Unified,221,449.0,453.0,445.0,53.0,23.98%
Summit View Independent Study,33672153330362,Riverside Unified,2,,,,,null%
Opportunity Program,33672153330511,Riverside Unified,0,,,,,null%
Martin Luther King Jr. High,33672153330859,Riverside Unified,402,500.0,524.0,494.0,198.0,49.25%
John W. North High,33672153334406,Riverside Unified,265,461.0,471.0,458.0,85.0,32.08%
Polytechnic High,33672153336237,Riverside Unified,306,489.0,484.0,477.0,129.0,42.16%
Ramona High,33672153336492,Riverside Unified,230,440.0,452.0,442.0,48.0,20.87%
Mountain Heights Academy,33672493331006,San Jacinto Unified,1,,,,,null%
Mountain View High,33672493337649,San Jacinto Unified,1,,,,,null%
San Jacinto High,33672493337656,San Jacinto Unified,200,440.0,432.0,425.0,38.0,19%
San Jacinto Valley Academy,33672496114748,San Jacinto Unified,22,480.0,498.0,466.0,11.0,50%
Desert Mirage High,33736760100255,Coachella Valley Unified,144,412.0,404.0,414.0,14.0,9.72%
NOVA Academy - Coachella,33736760121673,Coachella Valley Unified,27,406.0,408.0,403.0,3.0,11.11%
La Familia Continuation High,33736763330032,Coachella Valley Unified,1,,,,,null%
West Shores High,33736763330354,Coachella Valley Unified,36,400.0,399.0,396.0,4.0,11.11%
Coachella Valley High,33736763330990,Coachella Valley Unified,217,408.0,433.0,409.0,29.0,13.36%
Lakeside High,33751760107920,Lake Elsinore Unified,198,457.0,460.0,454.0,55.0,27.78%
Keith McCarthy Academy,33751760116343,Lake Elsinore Unified,0,,,,,null%
Southern California Online Academy,33751760124859,Lake Elsinore Unified,5,,,,,null%
Temescal Canyon High,33751763330487,Lake Elsinore Unified,204,486.0,494.0,472.0,91.0,44.61%
Elsinore High,33751763332350,Lake Elsinore Unified,186,483.0,489.0,472.0,70.0,37.63%
Great Oak High,33751920105734,Temecula Valley Unified,506,523.0,521.0,505.0,291.0,57.51%
Temecula Valley High,33751923330370,Temecula Valley Unified,352,499.0,487.0,485.0,161.0,45.74%
Susan H. Nelson,33751923330636,Temecula Valley Unified,3,,,,,null%
Chaparral High,33751923330743,Temecula Valley Unified,419,501.0,498.0,491.0,196.0,46.78%
Temecula Preparatory,33751923330917,Temecula Valley Unified,44,548.0,524.0,539.0,30.0,68.18%
Vista Murrieta High,33752000100420,Murrieta Valley Unified,428,494.0,495.0,491.0,197.0,46.03%
Tenaja Canyon Academy,33752000102079,Murrieta Valley Unified,3,,,,,null%
Murrieta Mesa High,33752000118794,Murrieta Valley Unified,309,488.0,493.0,478.0,124.0,40.13%
Murrieta Valley High,33752003330529,Murrieta Valley Unified,339,512.0,523.0,506.0,185.0,54.57%
Citrus Hill High,33752420109108,Val Verde Unified,338,415.0,427.0,405.0,43.0,12.72%
Val Verde Academy,33752420123190,Val Verde Unified,0,,,,,null%
Rancho Verde High,33752423330552,Val Verde Unified,474,438.0,441.0,430.0,93.0,19.62%
Val Verde High,33752423330560,Val Verde Unified,2,,,,,null%
Monterey Trail High,34673140105916,Elk Grove Unified,326,459.0,471.0,444.0,89.0,27.3%
Pleasant Grove High,34673140108753,Elk Grove Unified,363,530.0,563.0,513.0,240.0,66.12%
Cosumnes Oaks High,34673140116897,Elk Grove Unified,309,508.0,514.0,491.0,156.0,50.49%
Valley High,34673143430170,Elk Grove Unified,184,427.0,433.0,426.0,40.0,21.74%
Las Flores High (Alternative),34673143430352,Elk Grove Unified,0,,,,,null%
Florin High,34673143430477,Elk Grove Unified,157,425.0,449.0,420.0,30.0,19.11%
Laguna Creek High,34673143430592,Elk Grove Unified,257,494.0,505.0,483.0,122.0,47.47%
Sheldon High,34673143430618,Elk Grove Unified,279,486.0,500.0,472.0,110.0,39.43%
Franklin High,34673143430873,Elk Grove Unified,511,514.0,536.0,512.0,289.0,56.56%
Elk Grove High,34673143432572,Elk Grove Unified,231,501.0,527.0,493.0,123.0,53.25%
Elk Grove Charter,34673146112254,Elk Grove Unified,4,,,,,null%
